CaseID,ActivityID,CompleteTimestamp
173730,4,10/21/2011 0:25
173730,6,10/21/2011 14:15
173730,6,10/21/2011 17:05
173730,6,10/21/2011 17:08
173733,1,10/1/2011 22:54
173736,3,10/1/2011 23:40
173736,3,10/1/2011 23:55
173736,3,10/2/2011 0:05
173736,5,10/4/2011 20:59
173736,5,10/10/2011 21:34
173736,6,10/13/2011 18:49
173736,4,10/13/2011 19:03
173736,4,10/13/2011 19:06
173736,4,10/13/2011 19:08
173736,4,10/13/2011 19:36
173736,4,10/13/2011 20:16
173736,4,10/18/2011 18:20
173736,6,10/18/2011 20:01
173739,3,10/1/2011 23:27
173739,3,10/1/2011 23:42
173739,3,10/1/2011 23:56
173739,5,10/2/2011 0:00
173739,5,10/8/2011 23:32
173739,5,10/11/2011 18:19
173739,6,10/13/2011 21:12
173739,6,10/13/2011 23:04
173739,4,10/14/2011 4:01
173739,4,10/14/2011 18:06
173739,4,10/14/2011 21:19
173739,4,10/14/2011 21:37
173739,4,10/14/2011 22:05
173739,4,10/14/2011 23:49
173739,6,10/15/2011 0:22
173742,1,10/1/2011 22:56
173742,3,10/1/2011 23:50
173742,3,10/3/2011 20:56
173742,3,10/3/2011 23:55
173742,3,10/4/2011 19:35
173742,3,10/4/2011 21:26
173742,3,10/5/2011 1:27
173742,3,10/5/2011 17:32
173742,3,10/5/2011 21:28
173742,3,10/6/2011 2:14
173742,3,10/6/2011 2:53
173742,3,10/6/2011 18:00
173742,3,10/7/2011 4:54
173742,3,10/8/2011 2:34
173742,3,10/8/2011 18:51
173742,3,10/8/2011 19:30
173742,3,10/14/2011 23:52
173745,1,10/1/2011 23:21
173745,3,10/1/2011 23:58
173745,5,10/8/2011 20:45
173748,1,10/1/2011 23:24
173748,3,10/1/2011 23:57
173748,3,10/1/2011 23:57
173748,3,10/2/2011 0:00
173748,3,10/2/2011 0:09
173748,3,10/2/2011 0:37
173748,5,10/2/2011 0:39
173748,5,10/2/2011 0:42
173748,5,10/2/2011 0:48
173748,5,10/4/2011 0:44
173751,3,10/1/2011 23:34
173751,3,10/2/2011 0:50
173751,5,10/7/2011 20:40
173751,6,10/11/2011 18:39
173754,3,10/1/2011 23:44
173754,3,10/2/2011 0:00
173754,3,10/3/2011 20:57
173754,3,10/4/2011 17:28
173754,3,10/4/2011 21:23
173754,3,10/5/2011 1:57
173754,3,10/5/2011 17:52
173754,3,10/5/2011 21:52
173754,3,10/6/2011 2:39
173754,3,10/6/2011 17:59
173754,3,10/7/2011 17:18
173754,3,10/8/2011 2:41
173754,3,10/8/2011 19:12
173754,3,10/14/2011 21:51
173754,3,10/14/2011 21:52
173754,3,10/14/2011 22:26
173754,2,10/14/2011 22:26
173754,2,10/14/2011 22:28
173760,3,10/2/2011 0:01
173760,5,10/8/2011 20:34
173760,5,10/11/2011 3:52
173760,5,10/11/2011 19:01
173760,6,10/14/2011 23:41
173763,1,10/2/2011 0:38
173766,3,10/2/2011 0:45
173766,3,10/2/2011 0:48
173766,3,10/3/2011 21:48
173766,3,10/4/2011 17:34
173766,3,10/4/2011 21:11
173766,3,10/5/2011 1:17
173766,3,10/5/2011 17:20
173766,3,10/5/2011 18:42
173766,3,10/5/2011 22:05
173766,3,10/6/2011 2:50
173766,3,10/6/2011 17:58
173766,3,10/7/2011 4:52
173775,3,10/3/2011 17:20
173775,3,10/3/2011 18:38
173778,1,10/3/2011 17:04
173781,3,10/3/2011 17:25
173784,3,10/3/2011 17:19
173784,3,10/3/2011 22:36
173784,3,10/4/2011 18:01
173784,3,10/4/2011 21:41
173784,3,10/5/2011 1:15
173784,3,10/5/2011 1:15
173784,3,10/5/2011 1:19
173784,3,10/5/2011 1:37
173784,5,10/12/2011 4:42
173784,5,10/13/2011 0:47
173784,5,10/14/2011 2:50
173784,5,10/17/2011 19:29
173784,6,10/19/2011 21:25
173784,4,10/19/2011 22:41
173784,4,10/20/2011 3:37
173784,4,10/20/2011 17:29
173784,4,10/22/2011 2:57
173784,4,10/24/2011 18:35
173784,4,10/27/2011 22:09
173784,4,10/28/2011 15:50
173784,6,10/28/2011 17:50
173784,4,10/28/2011 19:54
173784,4,10/28/2011 20:35
173784,6,10/31/2011 18:38
173784,6,10/31/2011 20:18
173784,4,11/1/2011 0:36
173784,4,11/1/2011 5:37
173784,4,11/1/2011 23:19
173784,4,11/2/2011 0:13
173784,4,11/3/2011 17:38
173784,4,11/4/2011 1:28
173784,4,11/4/2011 2:15
173784,4,11/5/2011 20:18
173784,4,11/5/2011 23:46
173784,4,11/7/2011 18:33
173784,4,11/7/2011 23:39
173784,4,11/8/2011 0:09
173784,4,11/9/2011 5:37
173784,4,11/10/2011 20:20
173784,4,11/11/2011 18:30
173784,6,11/11/2011 19:25
173784,6,11/15/2011 21:28
173784,6,11/15/2011 21:50
173787,3,10/3/2011 17:31
173787,5,10/3/2011 17:36
173787,5,10/3/2011 17:39
173787,5,10/3/2011 17:54
173787,5,10/10/2011 23:10
173787,5,10/11/2011 3:59
173787,5,10/11/2011 4:55
173787,5,10/18/2011 19:49
173787,5,10/20/2011 2:51
173790,3,10/3/2011 17:26
173790,5,10/3/2011 17:31
173790,5,10/3/2011 17:32
173790,5,10/7/2011 20:37
173790,6,10/8/2011 1:31
173790,6,10/10/2011 22:22
173793,3,10/3/2011 17:29
173793,3,10/3/2011 22:53
173793,5,10/3/2011 22:58
173793,5,10/11/2011 1:48
173793,5,10/14/2011 18:08
173793,6,10/18/2011 18:17
173793,4,10/18/2011 18:55
173793,6,10/18/2011 19:18
173793,6,10/18/2011 19:25
173796,3,10/3/2011 17:32
173796,3,10/3/2011 19:16
173796,5,10/11/2011 1:23
173796,5,10/11/2011 1:23
173799,3,10/3/2011 17:35
173799,3,10/5/2011 2:15
173799,3,10/5/2011 2:15
173799,3,10/5/2011 2:30
173802,1,10/3/2011 17:07
173805,3,10/3/2011 17:37
173805,3,10/3/2011 17:53
173805,5,10/3/2011 17:59
173805,5,10/3/2011 18:06
173805,5,10/11/2011 0:16
173805,5,10/18/2011 22:04
173805,5,10/18/2011 22:09
173805,5,10/20/2011 3:17
173805,5,10/25/2011 20:02
173805,5,10/26/2011 0:11
173805,5,10/26/2011 0:12
173805,5,10/27/2011 22:55
173805,5,11/1/2011 1:11
173805,5,11/1/2011 1:28
173805,5,11/3/2011 18:15
173811,1,10/3/2011 17:09
173811,3,10/3/2011 19:04
173811,3,10/3/2011 19:47
173811,5,10/3/2011 19:49
173811,5,10/11/2011 0:57
173811,5,10/11/2011 3:28
173811,5,10/13/2011 0:24
173811,5,10/14/2011 4:04
173811,5,10/14/2011 4:05
173811,5,10/14/2011 4:41
173811,5,10/14/2011 4:52
173811,5,10/14/2011 4:56
173811,5,10/15/2011 23:05
173811,5,10/18/2011 4:03
173811,5,10/19/2011 18:49
173811,5,10/20/2011 3:57
173811,5,10/20/2011 4:32
173811,5,11/3/2011 18:15
173814,1,10/3/2011 17:10
173814,3,10/3/2011 19:15
173817,3,10/3/2011 17:52
173817,5,10/3/2011 17:53
173817,5,10/3/2011 17:54
173817,5,10/7/2011 21:23
173817,6,10/11/2011 17:15
173823,3,10/3/2011 17:57
173823,5,10/3/2011 18:04
173823,5,10/10/2011 22:01
173823,6,10/12/2011 16:58
173823,6,10/13/2011 17:36
173826,1,10/3/2011 17:34
173826,1,10/3/2011 17:42
173826,1,10/3/2011 17:44
173826,3,10/3/2011 17:46
173826,3,10/3/2011 21:59
173826,3,10/3/2011 22:11
173826,3,10/3/2011 22:39
173829,1,10/3/2011 17:34
173829,1,10/3/2011 17:37
173829,3,10/3/2011 17:38
173835,3,10/3/2011 17:57
173835,3,10/3/2011 18:10
173835,3,10/3/2011 18:36
173835,5,10/3/2011 18:37
173835,5,10/3/2011 18:55
173835,5,10/11/2011 0:41
173835,5,10/18/2011 18:21
173835,5,10/18/2011 21:37
173835,5,10/18/2011 22:12
173841,3,10/3/2011 18:25
173841,3,10/4/2011 20:12
173841,3,10/4/2011 21:59
173844,3,10/3/2011 18:11
173844,3,10/3/2011 21:15
173844,3,10/3/2011 21:19
173844,5,10/10/2011 18:17
173844,6,10/11/2011 22:57
173847,3,10/3/2011 18:22
173847,5,10/10/2011 21:52
173847,6,10/12/2011 18:52
173856,1,10/3/2011 17:23
173856,1,10/3/2011 17:26
173859,1,10/3/2011 17:28
173859,3,10/3/2011 20:37
173859,5,10/3/2011 20:38
173859,5,10/11/2011 0:43
173862,1,10/3/2011 17:30
173868,3,10/3/2011 18:17
173868,3,10/3/2011 18:21
173868,5,10/11/2011 0:28
173868,5,10/18/2011 19:41
173868,5,10/20/2011 2:47
173868,5,10/20/2011 17:11
173868,6,10/26/2011 16:07
173871,3,10/3/2011 18:28
173871,3,10/3/2011 22:41
173871,3,10/3/2011 23:15
173871,3,10/3/2011 23:18
173871,3,10/5/2011 3:38
173871,3,10/5/2011 3:40
173871,5,10/5/2011 3:41
173871,5,10/5/2011 3:42
173871,5,10/11/2011 18:01
173871,6,10/14/2011 17:56
173871,6,10/14/2011 18:05
173880,1,10/3/2011 17:31
173880,3,10/3/2011 20:54
173880,3,10/3/2011 22:00
173880,5,10/3/2011 22:02
173880,5,10/11/2011 2:19
173880,5,10/11/2011 2:22
173880,5,10/12/2011 0:20
173880,5,10/20/2011 4:01
173880,5,10/24/2011 19:28
173880,6,10/28/2011 20:02
173880,6,10/28/2011 20:19
173880,4,10/28/2011 23:50
173880,4,10/29/2011 0:27
173880,4,10/29/2011 0:33
173880,4,10/29/2011 3:51
173880,4,11/3/2011 17:54
173880,4,11/4/2011 20:46
173880,6,11/4/2011 22:09
173889,1,10/3/2011 17:36
173898,1,10/3/2011 17:37
173898,3,10/3/2011 21:58
173898,3,10/4/2011 0:45
173898,3,10/4/2011 0:51
173898,5,10/11/2011 2:44
173898,5,10/13/2011 0:22
173898,5,10/14/2011 4:00
173901,1,10/3/2011 17:33
173904,1,10/3/2011 17:35
173913,3,10/3/2011 18:43
173913,5,10/3/2011 18:52
173913,5,10/6/2011 19:14
173913,5,10/10/2011 21:51
173913,6,10/12/2011 23:54
173913,6,10/13/2011 0:01
173916,2,10/3/2011 19:00
173916,2,10/3/2011 19:01
173916,2,10/3/2011 19:19
173919,1,10/3/2011 17:30
173919,3,10/3/2011 20:28
173919,3,10/4/2011 0:08
173919,3,10/4/2011 0:16
173919,3,10/4/2011 0:52
173919,3,10/4/2011 20:04
173925,1,10/3/2011 17:28
173925,3,10/3/2011 20:21
173925,3,10/3/2011 20:23
173928,3,10/3/2011 18:29
173928,3,10/3/2011 18:58
173928,3,10/3/2011 23:29
173928,5,10/3/2011 23:30
173928,5,10/3/2011 23:31
173928,5,10/11/2011 2:28
173928,5,10/13/2011 0:13
173928,5,10/21/2011 20:32
173928,5,10/22/2011 4:25
173928,5,10/25/2011 0:13
173928,5,10/26/2011 18:23
173928,6,10/31/2011 22:19
173928,4,11/1/2011 2:17
173928,4,11/1/2011 20:19
173928,4,11/2/2011 1:40
173928,4,11/2/2011 4:00
173928,4,11/3/2011 17:49
173928,4,11/7/2011 17:57
173928,4,11/9/2011 19:38
173928,6,11/9/2011 21:18
173928,4,11/9/2011 22:22
173928,4,11/9/2011 22:22
173928,4,11/10/2011 3:16
173928,4,11/10/2011 20:31
173928,4,11/11/2011 5:50
173928,4,11/12/2011 19:33
173928,4,11/18/2011 0:34
173928,4,11/18/2011 18:29
173928,4,11/19/2011 0:40
173928,4,11/19/2011 1:25
173928,4,11/19/2011 5:46
173928,4,11/19/2011 19:40
173928,4,11/19/2011 22:58
173928,4,11/21/2011 18:33
173928,4,11/21/2011 19:01
173928,4,11/22/2011 5:44
173928,4,11/22/2011 20:27
173928,4,11/22/2011 23:49
173928,4,11/24/2011 19:48
173928,4,11/25/2011 23:16
173928,4,11/26/2011 19:15
173928,4,11/26/2011 23:34
173928,4,11/28/2011 19:47
173928,4,11/29/2011 0:33
173928,6,11/29/2011 18:27
173934,1,10/3/2011 17:29
173937,3,10/3/2011 18:32
173937,3,10/4/2011 2:29
173937,3,10/4/2011 20:31
173937,3,10/4/2011 22:04
173937,3,10/5/2011 1:49
173937,3,10/5/2011 17:46
173937,3,10/5/2011 21:44
173937,3,10/6/2011 2:30
173937,3,10/7/2011 4:44
173937,3,10/7/2011 17:21
173937,3,10/8/2011 2:52
173937,3,10/8/2011 19:31
173937,3,10/27/2011 3:29
173937,3,11/2/2011 18:15
173940,3,10/3/2011 18:44
173940,3,10/4/2011 2:31
173940,3,10/4/2011 2:51
173940,5,10/10/2011 21:48
173940,6,10/12/2011 20:18
173940,4,10/12/2011 20:36
173940,4,10/12/2011 21:25
173940,4,10/13/2011 17:16
173940,4,10/13/2011 21:36
173940,6,10/13/2011 22:11
173940,4,10/13/2011 22:23
173940,4,10/13/2011 22:27
173940,4,10/14/2011 3:06
173940,6,10/14/2011 16:30
173943,1,10/3/2011 17:23
173943,3,10/3/2011 19:35
173943,3,10/3/2011 20:26
173943,3,10/4/2011 0:05
173943,3,10/4/2011 0:05
173943,3,10/4/2011 3:58
173943,3,10/4/2011 4:02
173943,3,10/4/2011 4:06
173943,5,10/11/2011 3:59
173943,5,10/11/2011 4:58
173943,5,10/18/2011 17:47
173943,5,10/19/2011 23:17
173943,5,10/20/2011 3:55
173943,5,10/22/2011 3:25
173943,5,10/24/2011 23:24
173943,5,11/1/2011 4:13
173943,5,11/3/2011 18:15
173946,3,10/3/2011 18:53
173946,5,10/3/2011 18:54
173946,5,10/11/2011 1:25
173946,5,10/11/2011 20:20
173946,5,11/3/2011 18:15
173949,1,10/3/2011 17:21
173949,3,10/3/2011 20:06
173949,3,10/4/2011 19:13
173949,3,10/4/2011 20:25
173949,5,10/6/2011 1:13
173949,5,10/12/2011 2:12
173949,5,10/12/2011 2:56
173949,5,10/24/2011 17:08
173949,5,10/24/2011 17:12
173949,5,10/24/2011 17:14
173949,5,10/26/2011 2:16
173949,5,10/26/2011 3:05
173949,5,10/27/2011 18:53
173949,6,10/31/2011 23:34
173955,3,10/3/2011 18:54
173955,3,10/4/2011 3:00
173955,3,10/4/2011 17:20
173955,5,10/12/2011 1:59
173955,5,10/12/2011 18:00
173955,5,10/17/2011 18:19
173955,6,10/19/2011 16:15
173955,6,10/19/2011 22:20
173955,4,10/19/2011 22:53
173955,4,10/20/2011 4:16
173955,4,10/20/2011 4:28
173955,4,10/20/2011 17:33
173955,4,10/26/2011 19:20
173955,4,10/27/2011 17:23
173955,4,10/27/2011 17:26
173955,4,10/27/2011 22:08
173955,4,11/1/2011 18:39
173955,4,11/2/2011 1:43
173955,4,11/2/2011 4:10
173955,4,11/3/2011 17:46
173955,4,11/7/2011 18:05
173955,4,11/10/2011 6:02
173955,4,11/10/2011 20:27
173955,4,11/11/2011 18:21
173955,4,11/17/2011 0:11
173955,4,11/18/2011 0:29
173955,4,11/19/2011 19:29
173955,4,11/21/2011 19:26
173955,4,11/23/2011 19:50
173955,4,11/23/2011 23:19
173955,4,11/24/2011 5:01
173955,4,11/24/2011 19:41
173955,4,11/24/2011 20:09
173955,4,11/25/2011 2:37
173955,4,11/29/2011 21:13
173955,4,11/30/2011 0:05
173958,3,10/3/2011 18:49
173958,3,10/4/2011 2:59
173958,3,10/4/2011 19:27
173958,3,10/10/2011 17:31
173958,3,10/20/2011 20:48
173958,3,10/27/2011 19:03
173958,3,11/2/2011 5:23
173958,3,11/2/2011 5:36
173958,3,11/2/2011 18:15
173961,1,10/3/2011 17:23
173964,1,10/3/2011 17:19
173964,3,10/3/2011 19:33
173979,3,10/3/2011 19:00
173979,3,10/3/2011 19:35
173979,5,10/10/2011 18:41
173979,6,10/11/2011 22:01
173982,3,10/3/2011 20:32
173982,3,10/3/2011 20:36
173982,5,10/11/2011 1:27
173985,1,10/3/2011 17:46
173985,3,10/3/2011 17:54
173985,5,10/10/2011 20:52
173985,6,10/13/2011 1:38
173985,6,10/13/2011 18:26
173988,1,10/3/2011 17:55
173988,3,10/3/2011 18:00
173988,3,10/3/2011 18:33
173988,5,10/11/2011 0:32
173997,3,10/3/2011 22:07
173997,3,10/4/2011 17:51
173997,3,10/4/2011 20:11
173997,3,10/4/2011 20:44
173997,5,10/12/2011 2:15
173997,5,10/13/2011 20:11
173997,5,10/19/2011 18:30
174000,1,10/3/2011 18:43
174000,3,10/3/2011 18:47
174000,5,10/3/2011 18:49
174000,5,10/11/2011 0:36
174000,5,10/12/2011 4:56
174000,5,10/13/2011 20:28
174000,5,10/15/2011 20:39
174000,5,10/18/2011 20:18
174000,5,10/20/2011 1:41
174000,5,10/21/2011 19:27
174000,5,10/23/2011 0:54
174000,5,10/24/2011 22:28
174000,5,10/25/2011 3:25
174000,5,11/3/2011 18:15
174006,1,10/3/2011 20:10
174009,3,10/3/2011 19:02
174009,3,10/3/2011 19:11
174009,3,10/3/2011 20:08
174009,3,10/3/2011 23:15
174009,3,10/3/2011 23:31
174009,5,10/6/2011 4:54
174009,5,10/6/2011 20:26
174009,5,10/10/2011 21:25
174009,6,10/13/2011 17:35
174012,3,10/3/2011 22:11
174012,3,10/3/2011 22:29
174012,5,10/3/2011 22:31
174012,5,10/3/2011 22:34
174012,5,10/11/2011 1:37
174012,5,10/13/2011 0:07
174012,5,10/14/2011 3:47
174012,5,10/14/2011 4:20
174012,5,10/14/2011 4:24
174012,5,10/15/2011 23:00
174012,5,10/18/2011 23:00
174012,5,10/19/2011 1:35
174015,1,10/3/2011 20:12
174018,3,10/3/2011 22:25
174018,5,10/3/2011 22:28
174018,5,10/3/2011 22:30
174018,5,10/11/2011 1:35
174018,5,10/17/2011 19:35
174021,1,10/3/2011 20:14
174024,1,10/3/2011 20:16
174024,3,10/3/2011 20:19
174024,3,10/3/2011 22:31
174024,3,10/3/2011 22:46
174027,1,10/3/2011 20:18
174030,3,10/3/2011 22:15
174030,3,10/4/2011 1:13
174030,3,10/4/2011 1:13
174030,3,10/4/2011 1:16
174030,3,10/4/2011 1:32
174030,3,10/4/2011 17:28
174030,3,10/4/2011 21:24
174030,3,10/5/2011 3:17
174030,3,10/5/2011 4:39
174030,3,10/5/2011 4:45
174030,3,10/5/2011 17:19
174030,3,10/5/2011 19:01
174030,3,10/5/2011 19:09
174030,3,10/5/2011 23:15
174030,3,10/6/2011 2:47
174030,3,10/6/2011 3:59
174030,3,10/6/2011 19:08
174030,3,10/7/2011 4:13
174030,5,10/14/2011 17:33
174030,5,10/16/2011 0:52
174030,5,10/18/2011 20:14
174030,5,10/18/2011 20:45
174030,5,10/25/2011 20:37
174030,5,11/1/2011 4:36
174030,5,11/3/2011 3:21
174030,5,11/5/2011 2:47
174036,3,10/4/2011 0:45
174036,3,10/4/2011 1:16
174036,3,10/4/2011 1:18
174036,3,10/4/2011 1:43
174036,5,10/11/2011 2:42
174036,5,10/13/2011 19:34
174036,6,10/17/2011 18:31
174036,6,10/17/2011 19:11
174036,4,10/17/2011 19:25
174036,4,10/17/2011 19:36
174036,4,10/17/2011 20:24
174036,4,10/17/2011 21:39
174036,4,10/17/2011 23:44
174036,4,10/17/2011 23:50
174036,4,10/17/2011 23:56
174036,4,10/18/2011 0:02
174036,4,10/18/2011 1:29
174036,4,10/18/2011 18:34
174036,4,10/18/2011 19:06
174039,3,10/3/2011 22:20
174039,3,10/4/2011 17:54
174039,3,10/4/2011 21:38
174039,3,10/5/2011 0:07
174039,3,10/5/2011 2:22
174039,3,10/6/2011 1:59
174039,3,10/6/2011 17:52
174039,3,10/6/2011 17:55
174039,3,10/7/2011 4:48
174039,3,10/8/2011 2:29
174039,3,10/8/2011 18:47
174039,3,10/8/2011 22:34
174039,3,10/10/2011 20:12
174039,5,10/18/2011 2:30
174039,5,10/19/2011 18:45
174039,5,10/21/2011 17:33
174039,6,10/27/2011 18:01
174042,3,10/3/2011 20:27
174042,5,10/3/2011 20:37
174042,5,10/4/2011 20:56
174042,5,10/6/2011 17:54
174042,6,10/10/2011 17:31
174042,4,10/10/2011 17:43
174042,4,10/10/2011 20:39
174042,6,10/10/2011 21:22
174042,6,10/11/2011 23:22
174042,6,10/11/2011 23:25
174042,6,10/11/2011 23:28
174042,6,10/12/2011 0:43
174045,3,10/3/2011 20:19
174045,5,10/3/2011 20:24
174045,6,10/3/2011 20:25
174045,6,10/3/2011 20:58
174045,4,10/3/2011 23:07
174045,4,10/6/2011 17:25
174045,4,10/7/2011 23:14
174045,4,10/8/2011 19:08
174045,4,10/10/2011 17:54
174045,4,10/11/2011 19:13
174045,4,10/12/2011 0:55
174045,4,10/12/2011 1:52
174045,4,10/12/2011 23:04
174045,4,10/13/2011 17:26
174045,4,10/17/2011 23:39
174045,6,10/18/2011 18:10
174048,3,10/3/2011 20:27
174051,1,10/3/2011 21:13
174051,1,10/3/2011 21:29
174060,3,10/3/2011 22:28
174060,5,10/3/2011 22:30
174060,5,10/3/2011 22:48
174060,5,10/3/2011 22:52
174060,5,10/3/2011 23:09
174060,5,10/11/2011 1:41
174060,5,10/13/2011 0:10
174060,5,10/24/2011 23:29
174060,5,10/25/2011 20:41
174060,5,10/26/2011 0:16
174060,5,10/28/2011 4:09
174060,5,10/28/2011 4:13
174060,5,10/28/2011 4:40
174060,5,11/4/2011 4:08
174060,5,11/5/2011 22:28
174060,5,11/7/2011 23:31
174060,5,11/7/2011 23:41
174060,5,11/8/2011 22:56
174060,5,11/11/2011 2:33
174060,5,11/15/2011 3:20
174060,5,11/17/2011 21:24
174060,5,11/18/2011 0:07
174060,5,11/19/2011 21:29
174060,5,11/27/2011 1:04
174060,5,11/30/2011 3:18
174060,5,11/30/2011 23:12
174060,6,12/5/2011 23:30
174060,6,12/5/2011 23:52
174060,6,12/6/2011 17:50
174060,6,12/6/2011 20:58
174060,4,12/6/2011 21:48
174060,4,12/6/2011 22:19
174060,4,12/9/2011 17:24
174060,6,12/9/2011 17:53
174060,6,12/9/2011 18:51
174060,6,12/9/2011 19:21
174060,6,12/9/2011 23:18
174060,6,12/13/2011 1:42
174060,6,12/13/2011 15:15
174060,6,12/13/2011 17:04
174060,6,12/13/2011 17:13
174060,6,12/13/2011 18:44
174069,1,10/3/2011 21:26
174069,3,10/3/2011 23:38
174069,3,10/4/2011 1:22
174069,5,10/4/2011 1:26
174069,5,10/10/2011 21:06
174069,6,10/13/2011 19:01
174069,4,10/13/2011 19:11
174069,4,10/13/2011 19:12
174069,4,10/13/2011 19:18
174069,4,10/13/2011 19:19
174069,4,10/13/2011 19:19
174069,4,10/13/2011 20:33
174069,4,10/13/2011 20:34
174069,4,10/13/2011 20:35
174069,4,10/13/2011 20:36
174069,4,10/13/2011 20:57
174069,4,10/13/2011 21:17
174069,4,10/13/2011 21:22
174069,6,10/14/2011 0:28
174072,1,10/3/2011 21:37
174075,1,10/3/2011 21:31
174078,3,10/3/2011 23:14
174078,3,10/3/2011 23:41
174078,3,10/4/2011 0:10
174078,5,10/4/2011 0:13
174078,5,10/11/2011 2:36
174078,5,10/13/2011 17:16
174078,6,10/18/2011 4:11
174084,3,10/3/2011 21:59
174084,3,10/3/2011 22:30
174084,3,10/3/2011 22:31
174084,5,10/3/2011 22:34
174084,6,10/3/2011 22:34
174084,4,10/3/2011 22:36
174084,4,10/3/2011 23:07
174084,4,10/3/2011 23:59
174084,4,10/4/2011 16:22
174084,4,10/4/2011 17:47
174084,4,10/4/2011 18:09
174084,4,10/4/2011 18:17
174087,3,10/3/2011 21:53
174087,5,10/3/2011 21:56
174087,5,10/6/2011 0:56
174087,5,10/11/2011 17:58
174087,6,10/11/2011 19:49
174090,3,10/3/2011 23:41
174090,3,10/4/2011 18:02
174090,3,10/4/2011 21:43
174090,3,10/5/2011 1:53
174090,3,10/6/2011 1:55
174090,3,10/6/2011 17:48
174090,3,10/7/2011 4:45
174090,3,10/7/2011 4:54
174090,3,10/8/2011 2:36
174090,3,10/8/2011 19:00
174090,3,11/3/2011 18:15
174093,3,10/3/2011 23:57
174093,5,10/3/2011 23:59
174093,5,10/11/2011 2:35
174093,5,10/13/2011 0:14
174093,5,10/13/2011 14:15
174093,5,10/14/2011 2:15
174093,5,10/20/2011 4:41
174093,5,10/21/2011 3:54
